added_route_id,trip_id
741,38167570
742,38167570
741,38167571
742,38167571
741,38167572
742,38167572
741,38167573
742,38167573
741,38167574
742,38167574
741,38167575
742,38167575
741,38167577
742,38167577
741,38167578
742,38167578
741,38167579
742,38167579
741,38167580
742,38167580
741,38167581
742,38167581
741,38167582
742,38167582
741,38167591
742,38167591
741,38167592
742,38167592
741,38167818
742,38167818
741,38167819
742,38167819
741,38168245
742,38168245
741,38168539
742,38168539
741,38168877
742,38168877
741,38168880
742,38168880
741,38168881
742,38168881
741,38168884
742,38168884
741,38168885
742,38168885
741,38168896
742,38168896
741,38168960
742,38168960
741,38168983
742,38168983
741,38168996
742,38168996
741,38168999
742,38168999
741,38169003
742,38169003
741,38169022
742,38169022
741,38169044
742,38169044
741,38169063
742,38169063
741,38169079
742,38169079
741,38169097
742,38169097
741,38169109
742,38169109
741,38169123
742,38169123
741,38169139
742,38169139
741,38169153
742,38169153
741,38175748
742,38175748
741,38176211
742,38176211
741,38176529
742,38176529
741,38176693
742,38176693
741,38176694
742,38176694
741,38176695
742,38176695
741,38176696
742,38176696
741,38176697
742,38176697
741,38176698
742,38176698
741,38176699
742,38176699
741,38176700
742,38176700
741,38176701
742,38176701
741,38176702
742,38176702
741,38176703
742,38176703
741,38176704
742,38176704
741,38176705
742,38176705
741,38176706
742,38176706
741,38176707
742,38176707
741,38176708
742,38176708
741,38176709
742,38176709
741,38176790
742,38176790
741,38176807
742,38176807
741,38176863
742,38176863
741,38176885
742,38176885
741,38176933
742,38176933
741,38176970
742,38176970
741,38177007
742,38177007
741,38177162
742,38177162
741,38177165
742,38177165
741,38177167
742,38177167
741,38177169
742,38177169
741,38177170
742,38177170
741,38177205
742,38177205
741,38177211
742,38177211
741,38177212
742,38177212
741,38177216
742,38177216
741,38177217
742,38177217
741,38177222
742,38177222
741,38177231
742,38177231
741,38177387
742,38177387
741,38177388
742,38177388
741,38177575
742,38177575
741,38177578
742,38177578
741,38177972
742,38177972
741,38178302
742,38178302
741,38178303
742,38178303
741,38178304
742,38178304
741,38178305
742,38178305
741,38178306
742,38178306
741,38178307
742,38178307
741,38178308
742,38178308
741,38178309
742,38178309
741,38178313
742,38178313
741,38178314
742,38178314
741,38178315
742,38178315
741,38178320
742,38178320
741,38178321
742,38178321
741,38178322
742,38178322
741,38178323
742,38178323
741,38178373
742,38178373
741,38178506
742,38178506
741,38178508
742,38178508
741,38178510
742,38178510
741,38178512
742,38178512
741,38178569
742,38178569
741,38178572
742,38178572
741,38178574
742,38178574
741,38178576
742,38178576
741,38178597
742,38178597
741,38178653
742,38178653
741,38178714
742,38178714
741,38178717
742,38178717
741,38178720
742,38178720
741,38178722
742,38178722
741,38178737
742,38178737
741,38178738
742,38178738
741,38178761
742,38178761
741,38178766
742,38178766
741,38187682
742,38187682
741,38187684
742,38187684
741,38187685
742,38187685
741,38188403
742,38188403
741,38188404
742,38188404
741,38188405
742,38188405
741,38188406
742,38188406
741,38188407
742,38188407
741,38188408
742,38188408
741,38188409
742,38188409
741,38188418
742,38188418
741,38188419
742,38188419
741,38188420
742,38188420
741,38188424
742,38188424
741,38188425
742,38188425
741,38188426
742,38188426
741,38188427
742,38188427
741,38188432
742,38188432
741,38188480
742,38188480
741,38188613
742,38188613
741,38188615
742,38188615
741,38188617
742,38188617
741,38188619
742,38188619
741,38188678
742,38188678
741,38188679
742,38188679
741,38188681
742,38188681
741,38188683
742,38188683
741,38188727
742,38188727
741,38188799
742,38188799
741,38188800
742,38188800
741,38188866
742,38188866
741,38188868
742,38188868
741,38188872
742,38188872
741,38188886
742,38188886
741,38189161
742,38189161
741,38189163
742,38189163
741,38189286
742,38189286
741,38189332
742,38189332
741,38189369
742,38189369
741,38189371
742,38189371
741,38189372
742,38189372
741,38189373
742,38189373
741,38189376
742,38189376
741,38189377
742,38189377
741,38189381
742,38189381
741,38189382
742,38189382
741,38189385
742,38189385
741,38189388
742,38189388
741,38189390
742,38189390
741,38189391
742,38189391
741,38189392
742,38189392
741,38189393
742,38189393
741,38189395
742,38189395
741,38189397
742,38189397
741,38189402
742,38189402
741,38189403
742,38189403
741,38189404
742,38189404
741,38189405
742,38189405
741,38189406
742,38189406
741,38189407
742,38189407
741,38189408
742,38189408
741,38189409
742,38189409
741,38189418
742,38189418
741,38189425
742,38189425
741,38189426
742,38189426
741,38189427
742,38189427
741,38189428
742,38189428
741,38189429
742,38189429
741,38189430
742,38189430
741,38189431
742,38189431
741,38189432
742,38189432
741,38189658
742,38189658
741,38190379
742,38190379
741,38190717
742,38190717
741,38190718
742,38190718
741,38190721
742,38190721
741,38190722
742,38190722
741,38190725
742,38190725
741,38190735
742,38190735
741,38190817
742,38190817
741,38190832
742,38190832
741,38190858
742,38190858
741,38190899
742,38190899
741,38190915
742,38190915
741,38190934
742,38190934
741,38190945
742,38190945
741,38190960
742,38190960
741,38190975
742,38190975
741,38190989
742,38190989
741,38190999
742,38190999
741,38191022
742,38191022
741,38181552
742,38181552
741,38181554
742,38181554
741,38181677
742,38181677
741,38181723
742,38181723
741,38181760
742,38181760
741,38181762
742,38181762
741,38181763
742,38181763
741,38181764
742,38181764
741,38181767
742,38181767
741,38181768
742,38181768
741,38181772
742,38181772
741,38181773
742,38181773
741,38181776
742,38181776
741,38181779
742,38181779
741,38181781
742,38181781
741,38181782
742,38181782
741,38181783
742,38181783
741,38181784
742,38181784
741,38181786
742,38181786
741,38181788
742,38181788
741,38181793
742,38181793
741,38181794
742,38181794
741,38181795
742,38181795
741,38181796
742,38181796
741,38181797
742,38181797
741,38181798
742,38181798
741,38181799
742,38181799
741,38181800
742,38181800
741,38181809
742,38181809
741,38181816
742,38181816
741,38181817
742,38181817
741,38181818
742,38181818
741,38181819
742,38181819
741,38181820
742,38181820
741,38181821
742,38181821
741,38181822
742,38181822
741,38181823
742,38181823
741,38181833
742,38181833
741,38182050
742,38182050
741,38182773
742,38182773
741,38183111
742,38183111
741,38183112
742,38183112
741,38183115
742,38183115
741,38183116
742,38183116
741,38183119
742,38183119
741,38183130
742,38183130
741,38183215
742,38183215
741,38183230
742,38183230
741,38183256
742,38183256
741,38183297
742,38183297
741,38183313
742,38183313
741,38183332
742,38183332
741,38183343
742,38183343
741,38183358
742,38183358
741,38183373
742,38183373
741,38183387
742,38183387
741,38183397
742,38183397
741,38183670
742,38183670
741,38183672
742,38183672
741,38183795
742,38183795
741,38183841
742,38183841
741,38183878
742,38183878
741,38183880
742,38183880
741,38183881
742,38183881
741,38183882
742,38183882
741,38183885
742,38183885
741,38183886
742,38183886
741,38183890
742,38183890
741,38183891
742,38183891
741,38183894
742,38183894
741,38183897
742,38183897
741,38183899
742,38183899
741,38183900
742,38183900
741,38183901
742,38183901
741,38183902
742,38183902
741,38183904
742,38183904
741,38183906
742,38183906
741,38183911
742,38183911
741,38183912
742,38183912
741,38183913
742,38183913
741,38183914
742,38183914
741,38183915
742,38183915
741,38183916
742,38183916
741,38183917
742,38183917
741,38183918
742,38183918
741,38183927
742,38183927
741,38183934
742,38183934
741,38183935
742,38183935
741,38183936
742,38183936
741,38183937
742,38183937
741,38183938
742,38183938
741,38183939
742,38183939
741,38183940
742,38183940
741,38183941
742,38183941
741,38184167
742,38184167
741,38184888
742,38184888
741,38185226
742,38185226
741,38185227
742,38185227
741,38185230
742,38185230
741,38185231
742,38185231
741,38185234
742,38185234
741,38185244
742,38185244
741,38185326
742,38185326
741,38185341
742,38185341
741,38185367
742,38185367
741,38185408
742,38185408
741,38185424
742,38185424
741,38185443
742,38185443
741,38185454
742,38185454
741,38185469
742,38185469
741,38185484
742,38185484
741,38185498
742,38185498
741,38185508
742,38185508
741,38185531
742,38185531
741,38186224
742,38186224
741,38186540
742,38186540
741,38186722
742,38186722
741,38186723
742,38186723
741,38186724
742,38186724
741,38186725
742,38186725
741,38186726
742,38186726
741,38186727
742,38186727
741,38186728
742,38186728
741,38186729
742,38186729
741,38186730
742,38186730
741,38186731
742,38186731
741,38186732
742,38186732
741,38186733
742,38186733
741,38186734
742,38186734
741,38186735
742,38186735
741,38186736
742,38186736
741,38186737
742,38186737
741,38186738
742,38186738
741,38186808
742,38186808
741,38186829
742,38186829
741,38186945
742,38186945
741,38186948
742,38186948
741,38186949
742,38186949
741,38186952
742,38186952
741,38186953
742,38186953
741,38186955
742,38186955
741,38186957
742,38186957
741,38187145
742,38187145
741,38187178
742,38187178
741,38187222
742,38187222
741,38187239
742,38187239
741,38187240
742,38187240
741,38187241
742,38187241
741,38187244
742,38187244
741,38187245
742,38187245
741,38187249
742,38187249
741,38191907
742,38191907
741,38191908
742,38191908
741,38191909
742,38191909
741,38191910
742,38191910
741,38191911
742,38191911
741,38191912
742,38191912
741,38191913
742,38191913
741,38191922
742,38191922
741,38191923
742,38191923
741,38191924
742,38191924
741,38191928
742,38191928
741,38191929
742,38191929
741,38191930
742,38191930
741,38191931
742,38191931
741,38191936
742,38191936
741,38191984
742,38191984
741,38192117
742,38192117
741,38192119
742,38192119
741,38192121
742,38192121
741,38192123
742,38192123
741,38192182
742,38192182
741,38192183
742,38192183
741,38192185
742,38192185
741,38192187
742,38192187
741,38192218
742,38192218
741,38192290
742,38192290
741,38192291
742,38192291
741,38192357
742,38192357
741,38192359
742,38192359
741,38192363
742,38192363
741,38192377
742,38192377
741,38192520
742,38192520
741,38192568
742,38192568
741,38192607
742,38192607
741,38192627
742,38192627
741,38192674
742,38192674
741,38192725
742,38192725
741,38192726
742,38192726
741,38167319
742,38167319
741,38167321
742,38167321
741,38167444
742,38167444
741,38167490
742,38167490
741,38167527
742,38167527
741,38167529
742,38167529
741,38167530
742,38167530
741,38167531
742,38167531
741,38167534
742,38167534
741,38167535
742,38167535
741,38167539
742,38167539
741,38167540
742,38167540
741,38167543
742,38167543
741,38167546
742,38167546
741,38167548
742,38167548
741,38167549
742,38167549
741,38167550
742,38167550
741,38167551
742,38167551
741,38167553
742,38167553
741,38167555
742,38167555
741,38167560
