,curr_status,curr_stop_sequence,direction_id,latitude,longitude,route_id,schedule_relationship,server_time,stop_id,system_time,trip_id,vehicle_id
17,0,220,1,42.39628982543945,-71.13848114013672,Red,1,1544341250,70061,1544341261,ADDED-1544114279,R-5459E147
18,0,220,0,42.35065841674805,-71.12944793701172,Green-B,1,1544341246,70131,1544341261,ADDED-1544114282,G-10052
19,0,520,0,42.32891845703125,-71.17804718017578,Green-D,1,1544340993,70171,1544341261,ADDED-1544114290,G-10283
20,0,390,1,42.33552932739258,-71.14518737792969,Green-D,1,1544340883,70176,1544341261,ADDED-1544114293,G-10261
