dt,dt_iso,city_id,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_24h,rain_today,snow_1h,snow_3h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon
1514764800,2018-01-01 00:00:00 +0000 UTC,4930956,,,,259.61,256.15,262.15,1022,,,59,3,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514768400,2018-01-01 01:00:00 +0000 UTC,4930956,,,,258.77,256.15,260.15,1022,,,59,5,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514772000,2018-01-01 02:00:00 +0000 UTC,4930956,,,,258.31,256.15,260.15,1022,,,59,4,310,,,,,,,,,1,800,Clear,sky is clear,01n
1514775600,2018-01-01 03:00:00 +0000 UTC,4930956,,,,257.77,256.15,259.15,1022,,,64,2,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514779200,2018-01-01 04:00:00 +0000 UTC,4930956,,,,257.15,255.15,259.15,1023,,,64,3,340,,,,,,,,,1,800,Clear,sky is clear,01n
1514782800,2018-01-01 05:00:00 +0000 UTC,4930956,,,,256.85,255.15,258.15,1023,,,59,4,340,,,,,,,,,1,800,Clear,sky is clear,01n
1514786400,2018-01-01 06:00:00 +0000 UTC,4930956,,,,256.23,254.15,258.15,1023,,,64,4,320,,,,,,,,,1,800,Clear,sky is clear,01n
1514790000,2018-01-01 07:00:00 +0000 UTC,4930956,,,,255.77,254.15,257.15,1023,,,58,5,310,,,,,,,,,1,800,Clear,sky is clear,01n
1514793600,2018-01-01 08:00:00 +0000 UTC,4930956,,,,255.53,254.15,257.15,1023,,,58,4,310,,,,,,,,,1,800,Clear,sky is clear,01n
1514797200,2018-01-01 09:00:00 +0000 UTC,4930956,,,,255.23,253.15,257.15,1023,,,58,8,310,,,,,,,,,1,800,Clear,sky is clear,01n
1514800800,2018-01-01 10:00:00 +0000 UTC,4930956,,,,255.08,253.15,256.15,1023,,,58,6,310,,,,,,,,,1,800,Clear,sky is clear,01n
1514804400,2018-01-01 11:00:00 +0000 UTC,4930956,,,,255.07,253.15,256.15,1023,,,58,4,310,,,,,,,,,1,800,Clear,sky is clear,01n
1514808000,2018-01-01 12:00:00 +0000 UTC,4930956,,,,255.15,253.15,256.15,1023,,,70,3,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514811600,2018-01-01 13:00:00 +0000 UTC,4930956,,,,255.24,254.15,256.15,1024,,,58,3,290,,,,,,,,,1,800,Clear,sky is clear,01d
1514815200,2018-01-01 14:00:00 +0000 UTC,4930956,,,,255.65,254.15,257.15,1024,,,59,4,300,,,,,,,,,1,800,Clear,sky is clear,01d
1514818800,2018-01-01 15:00:00 +0000 UTC,4930956,,,,256.23,254.15,258.15,1024,,,50,4,300,,,,,,,,,1,800,Clear,sky is clear,01d
1514822400,2018-01-01 16:00:00 +0000 UTC,4930956,,,,257.9,255.15,260.15,1023,,,50,8,310,,,,,,,,,1,800,Clear,sky is clear,01d
1514826000,2018-01-01 17:00:00 +0000 UTC,4930956,,,,259.64,257.15,261.15,1023,,,46,6,290,,,,,,,,,1,800,Clear,sky is clear,01d
1514829600,2018-01-01 18:00:00 +0000 UTC,4930956,,,,260.8,257.15,262.15,1022,,,43,9,300,,,,,,,,,1,800,Clear,sky is clear,01d
1514833200,2018-01-01 19:00:00 +0000 UTC,4930956,,,,261.56,259.15,263.15,1022,,,43,6,300,,,,,,,,,1,800,Clear,sky is clear,01d
1514836800,2018-01-01 20:00:00 +0000 UTC,4930956,,,,261.98,259.15,263.15,1023,,,46,6,310,,,,,,,,,1,800,Clear,sky is clear,01d
1514840400,2018-01-01 21:00:00 +0000 UTC,4930956,,,,261.83,260.15,263.15,1023,,,46,6,290,,,,,,,,,1,800,Clear,sky is clear,01d
1514844000,2018-01-01 22:00:00 +0000 UTC,4930956,,,,261.07,259.15,262.15,1024,,,46,6,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514847600,2018-01-01 23:00:00 +0000 UTC,4930956,,,,260.24,257.15,262.15,1025,,,46,7,300,,,,,,,,,1,800,Clear,sky is clear,01n
1514851200,2018-01-02 00:00:00 +0000 UTC,4930956,,,,259.39,256.15,261.15,1025,,,59,4,310,,,,,,,,,1,800,Clear,sky is clear,01n
1514854800,2018-01-02 01:00:00 +0000 UTC,4930956,,,,258.62,256.15,260.15,1025,,,54,4,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514858400,2018-01-02 02:00:00 +0000 UTC,4930956,,,,258.15,256.15,260.15,1025,,,59,3,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514862000,2018-01-02 03:00:00 +0000 UTC,4930956,,,,257.57,254.15,260.15,1025,,,64,1,270,,,,,,,,,1,800,Clear,sky is clear,01n
1514865600,2018-01-02 04:00:00 +0000 UTC,4930956,,,,255.86,251.15,259.15,1025,,,76,5,295,,,,,,,,,1,800,Clear,sky is clear,01n
1514869200,2018-01-02 05:00:00 +0000 UTC,4930956,,,,255.54,251.15,259.15,1024,,,76,4,274,,,,,,,,,1,800,Clear,sky is clear,01n
1514872800,2018-01-02 06:00:00 +0000 UTC,4930956,,,,255,250.15,260.15,1024,,,76,4,274,,,,,,,,,1,800,Clear,sky is clear,01n
1514876400,2018-01-02 07:00:00 +0000 UTC,4930956,,,,254.75,250.15,260.15,1023,,,70,1,250,,,,,,,,,1,800,Clear,sky is clear,01n
1514880000,2018-01-02 08:00:00 +0000 UTC,4930956,,,,255,249.15,260.15,1024,,,76,3,310,,,,,,,,,1,800,Clear,sky is clear,01n
1514883600,2018-01-02 09:00:00 +0000 UTC,4930956,,,,255.29,250.15,259.15,1023,,,65,3,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514887200,2018-01-02 10:00:00 +0000 UTC,4930956,,,,255.38,250.15,259.15,1023,,,60,5,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514890800,2018-01-02 11:00:00 +0000 UTC,4930956,,,,254.62,248.15,258.15,1025,,,76,7,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514894400,2018-01-02 12:00:00 +0000 UTC,4930956,,,,255.31,249.15,259.15,1025,,,65,2,290,,,,,,,,,1,800,Clear,sky is clear,01n
1514898000,2018-01-02 13:00:00 +0000 UTC,4930956,,,,254.52,247.15,259.15,1026,,,65,3,290,,,,,,,,,1,800,Clear,sky is clear,01d
1514901600,2018-01-02 14:00:00 +0000 UTC,4930956,,,,256.55,252.15,260.15,1027,,,70,2,310,,,,,,,,,1,800,Clear,sky is clear,01d
1514905200,2018-01-02 15:00:00 +0000 UTC,4930956,,,,258.44,255.15,261.15,1026,,,51,5,280,,,,,,,,,1,800,Clear,sky is clear,01d
1514908800,2018-01-02 16:00:00 +0000 UTC,4930956,,,,260.72,259.15,263.15,1026,,,46,4,310,,,,,,,,,1,800,Clear,sky is clear,01d
1514912400,2018-01-02 17:00:00 +0000 UTC,4930956,,,,262.13,260.15,265.15,1025,,,40,5,300,,,,,,,,,1,800,Clear,sky is clear,01d
1514916000,2018-01-02 18:00:00 +0000 UTC,4930956,,,,263.14,261.15,265.15,1024,,,36,5,290,,,,,,,,,1,800,Clear,sky is clear,01d
1514919600,2018-01-02 19:00:00 +0000 UTC,4930956,,,,263.98,262.15,265.15,1023,,,40,3,280,,,,,,,,,1,800,Clear,sky is clear,01d
1514923200,2018-01-02 20:00:00 +0000 UTC,4930956,,,,264.89,262.15,266.15,1023,,,44,3,260,,,,,,,,,1,800,Clear,sky is clear,01d
1514926800,2018-01-02 21:00:00 +0000 UTC,4930956,,,,265.14,263.15,266.15,1023,,,52,2,0,,,,,,,,,1,800,Clear,sky is clear,01d
1514930400,2018-01-02 22:00:00 +0000 UTC,4930956,,,,264.91,263.15,266.15,1023,,,56,2,250,,,,,,,,,1,800,Clear,sky is clear,01n
1514934000,2018-01-02 23:00:00 +0000 UTC,4930956,,,,264.07,262.15,266.15,1023,,,61,7,238,,,,,,,,,1,800,Clear,sky is clear,01n
1514937600,2018-01-03 00:00:00 +0000 UTC,4930956,,,,263.07,261.15,265.15,1023,,,61,2,0,,,,,,,,,1,800,Clear,sky is clear,01n
1514941200,2018-01-03 01:00:00 +0000 UTC,4930956,,,,262.64,259.15,265.15,1023,,,66,2,240,,,,,,,,,1,800,Clear,sky is clear,01n
1514944800,2018-01-03 02:00:00 +0000 UTC,4930956,,,,262.56,259.15,265.15,1023,,,66,7,241,,,,,,,,,1,800,Clear,sky is clear,01n
1514948400,2018-01-03 03:00:00 +0000 UTC,4930956,,,,261.83,256.15,265.15,1024,,,72,2,0,,,,,,,,,1,701,Mist,mist,50n
1514952000,2018-01-03 04:00:00 +0000 UTC,4930956,,,,261.75,256.15,265.15,1024,,,72,2,0,,,,,,,,,1,800,Clear,sky is clear,01n
1514955600,2018-01-03 05:00:00 +0000 UTC,4930956,,,,263.05,257.15,265.15,1023,,,66,4,260,,,,,,,,,1,800,Clear,sky is clear,01n
1514959200,2018-01-03 06:00:00 +0000 UTC,4930956,,,,264.05,261.15,266.15,1023,,,66,2,270,,,,,,,,,1,800,Clear,sky is clear,01n
1514962800,2018-01-03 07:00:00 +0000 UTC,4930956,,,,264.23,261.15,266.15,1023,,,61,2,0,,,,,,,,,1,800,Clear,sky is clear,01n
1514966400,2018-01-03 08:00:00 +0000 UTC,4930956,,,,264.25,260.15,266.15,1024,,,66,1,260,,,,,,,,,1,800,Clear,sky is clear,01n
1514970000,2018-01-03 09:00:00 +0000 UTC,4930956,,,,263.32,260.15,265.15,1024,,,72,2,240,,,,,,,,,1,800,Clear,sky is clear,01n
1514973600,2018-01-03 10:00:00 +0000 UTC,4930956,,,,262.65,260.15,265.15,1023,,,72,2,280,,,,,,,,,1,800,Clear,sky is clear,01n
1514977200,2018-01-03 11:00:00 +0000 UTC,4930956,,,,262.06,259.15,265.15,1024,,,77,4,247,,,,,,,,,1,800,Clear,sky is clear,01n
1514980800,2018-01-03 12:00:00 +0000 UTC,4930956,,,,261.74,257.15,265.15,1025,,,77,4,247,,,,,,,,,1,800,Clear,sky is clear,01n
1514984400,2018-01-03 13:00:00 +0000 UTC,4930956,,,,261.15,256.15,265.15,1025,,,77,4,247,,,,,,,,,1,800,Clear,sky is clear,01d
1514988000,2018-01-03 14:00:00 +0000 UTC,4930956,,,,262.71,259.15,265.15,1025,,,72,2,250,,,,,,,,,1,800,Clear,sky is clear,01d
1514991600,2018-01-03 15:00:00 +0000 UTC,4930956,,,,265.87,263.15,270.15,1026,,,73,1,50,,,,,,,,,1,800,Clear,sky is clear,01d
1514995200,2018-01-03 16:00:00 +0000 UTC,4930956,,,,267.21,265.15,271.15,1025,,,39,2,190,,,,,,,,,1,800,Clear,sky is clear,01d
1514998800,2018-01-03 17:00:00 +0000 UTC,4930956,,,,269.13,266.15,272.15,1024,,,42,1,0,,,,,,,,,1,800,Clear,sky is clear,01d
1515002400,2018-01-03 18:00:00 +0000 UTC,4930956,,,,270.64,269.15,273.15,1023,,,100,3,0,,,,,,,,,1,800,Clear,sky is clear,01d
1515006000,2018-01-03 19:00:00 +0000 UTC,4930956,,,,271.14,269.15,273.15,1022,,,42,1,0,,,,,,,,,1,800,Clear,sky is clear,01d
1515009600,2018-01-03 20:00:00 +0000 UTC,4930956,,,,271.48,269.15,273.15,1022,,,30,2,220,,,,,,,,,1,800,Clear,sky is clear,01d
1515013200,2018-01-03 21:00:00 +0000 UTC,4930956,,,,271.24,270.15,273.15,1022,,,42,4,205,,,,,,,,,1,800,Clear,sky is clear,01d
1515016800,2018-01-03 22:00:00 +0000 UTC,4930956,,,,270.16,266.15,272.15,1021,,,48,1,200,,,,,,,,,1,800,Clear,sky is clear,01n
1515020400,2018-01-03 23:00:00 +0000 UTC,4930956,,,,268.58,265.15,270.15,1022,,,61,1,0,,,,,,,,,1,800,Clear,sky is clear,01n
1515024000,2018-01-04 00:00:00 +0000 UTC,4930956,,,,266.89,264.15,269.15,1022,,,67,2,0,,,,,,,,,1,800,Clear,sky is clear,01n
1515027600,2018-01-04 01:00:00 +0000 UTC,4930956,,,,265.22,260.15,270.15,1022,,,65,5,205,,,,,,,,,1,800,Clear,sky is clear,01n
1515031200,2018-01-04 02:00:00 +0000 UTC,4930956,,,,264.82,260.15,269.15,1021,,,66,2,231,,,,,,,,,1,800,Clear,sky is clear,01n
1515034800,2018-01-04 03:00:00 +0000 UTC,4930956,,,,263.9,259.15,268.15,1020,,,66,2,231,,,,,,,,,1,800,Clear,sky is clear,01n
1515038400,2018-01-04 04:00:00 +0000 UTC,4930956,,,,263.62,259.15,268.15,1021,,,77,2,300,,,,,,,,,1,800,Clear,sky is clear,01n
1515042000,2018-01-04 05:00:00 +0000 UTC,4930956,,,,263.84,257.15,270.15,1020,,,84,2,320,,,,,,,,,1,800,Clear,sky is clear,01n
1515045600,2018-01-04 06:00:00 +0000 UTC,4930956,,,,265.38,259.15,271.15,1018,,,77,2,310,,,,,,,,,75,803,Clouds,broken clouds,04n
1515049200,2018-01-04 07:00:00 +0000 UTC,4930956,,,,266.31,260.15,271.15,1017,,,78,2,310,,,,,,,,,90,804,Clouds,overcast clouds,04n
1515052800,2018-01-04 08:00:00 +0000 UTC,4930956,,,,266.73,261.15,272.15,1016,,,67,3,350,,,,,,,,,90,600,Snow,light snow,13n
1515056400,2018-01-04 09:00:00 +0000 UTC,4930956,,,,267.27,262.15,273.15,1014,,,78,3,310,,,,,,,,,90,600,Snow,light snow,13n
1515060000,2018-01-04 10:00:00 +0000 UTC,4930956,,,,267.84,263.15,275.15,1012,,,53,5,20,,,,,,,,,90,600,Snow,light snow,13n
1515063600,2018-01-04 11:00:00 +0000 UTC,4930956,,,,268.35,264.15,275.15,1008,,,57,4,360,,,,,,,,,90,600,Snow,light snow,13n
1515067200,2018-01-04 12:00:00 +0000 UTC,4930956,,,,268.74,264.15,276.15,1007,,,78,4,330,,,,,,,,,90,600,Snow,light snow,13n
1515067200,2018-01-04 12:00:00 +0000 UTC,4930956,,,,268.74,264.15,276.15,1007,,,78,4,330,,,,,,,,,90,701,Mist,mist,50n
1515070800,2018-01-04 13:00:00 +0000 UTC,4930956,,,,269.33,265.15,277.15,1003,,,79,5,360,,,,,,,,,90,600,Snow,light snow,13d
1515070800,2018-01-04 13:00:00 +0000 UTC,4930956,,,,269.33,265.15,277.15,1003,,,79,5,360,,,,,,,,,90,701,Mist,mist,50d
1515074400,2018-01-04 14:00:00 +0000 UTC,4930956,,,,268.25,265.15,273.15,1002,,,85,5,360,,,,,,,,,90,602,Snow,heavy snow,13d
1515074400,2018-01-04 14:00:00 +0000 UTC,4930956,,,,268.25,265.15,273.15,1002,,,85,5,360,,,,,,,,,90,741,Fog,fog,50d
1515074400,2018-01-04 14:00:00 +0000 UTC,4930956,,,,268.25,265.15,273.15,1002,,,85,5,360,,,,,,,,,90,701,Mist,mist,50d
1515078000,2018-01-04 15:00:00 +0000 UTC,4930956,,,,268.58,265.15,272.15,998,,,92,8,350,,,,,,,,,90,602,Snow,heavy snow,13d
1515078000,2018-01-04 15:00:00 +0000 UTC,4930956,,,,268.58,265.15,272.15,998,,,92,8,350,,,,,,,,,90,741,Fog,fog,50d
1515078000,2018-01-04 15:00:00 +0000 UTC,4930956,,,,268.58,265.15,272.15,998,,,92,8,350,,,,,,,,,90,701,Mist,mist,50d
1515081600,2018-01-04 16:00:00 +0000 UTC,4930956,,,,269.57,267.15,276.15,992,,,92,8,360,,,,,,,,,90,602,Snow,heavy snow,13d
1515081600,2018-01-04 16:00:00 +0000 UTC,4930956,,,,269.57,267.15,276.15,992,,,92,8,360,,,,,,,,,90,741,Fog,fog,50d
1515081600,2018-01-04 16:00:00 +0000 UTC,4930956,,,,269.57,267.15,276.15,992,,,92,8,360,,,,,,,,,90,701,Mist,mist,50d
1515085200,2018-01-04 17:00:00 +0000 UTC,4930956,,,,270.07,267.15,274.15,990,,,92,7,360,,,,,,,,,90,602,Snow,heavy snow,13d
1515085200,2018-01-04 17:00:00 +0000 UTC,4930956,,,,270.07,267.15,274.15,990,,,92,7,360,,,,,,,,,90,741,Fog,fog,50d
1515088800,2018-01-04 18:00:00 +0000 UTC,4930956,,,,270.92,269.15,274.15,985,,,92,11,350,,,,,,,,,90,602,Snow,heavy snow,13d
1515088800,2018-01-04 18:00:00 +0000 UTC,4930956,,,,270.92,269.15,274.15,985,,,92,11,350,,,,,,,,,90,741,Fog,fog,50d
1515092400,2018-01-04 19:00:00 +0000 UTC,4930956,,,,270.88,269.15,272.15,983,,,92,11,350,,,,,,,,,90,602,Snow,heavy snow,13d
1515092400,2018-01-04 19:00:00 +0000 UTC,4930956,,,,270.88,269.15,272.15,983,,,92,11,350,,,,,,,,,90,741,Fog,fog,50d
1515096000,2018-01-04 20:00:00 +0000 UTC,4930956,,,,271.24,270.15,272.15,980,,,92,11,340,,,,,,,,,90,602,Snow,heavy snow,13d
1515096000,2018-01-04 20:00:00 +0000 UTC,4930956,,,,271.24,270.15,272.15,980,,,92,11,340,,,,,,,,,90,741,Fog,fog,50d
1515099600,2018-01-04 21:00:00 +0000 UTC,4930956,,,,271.91,269.15,274.15,978,,,92,13,330,,,,,,,,,90,602,Snow,heavy snow,13d
1515099600,2018-01-04 21:00:00 +0000 UTC,4930956,,,,271.91,269.15,274.15,978,,,92,13,330,,,,,,,,,90,741,Fog,fog,50d
1515099600,2018-01-04 21:00:00 +0000 UTC,4930956,,,,271.91,269.15,274.15,978,,,92,13,330,,,,,,,,,90,721,Haze,haze,50d
1515103200,2018-01-04 22:00:00 +0000 UTC,4930956,,,,271.41,269.15,273.15,981,,,92,9,320,,,,,,,,,90,602,Snow,heavy snow,13n
1515103200,2018-01-04 22:00:00 +0000 UTC,4930956,,,,271.41,269.15,273.15,981,,,92,9,320,,,,,,,,,90,741,Fog,fog,50n
1515103200,2018-01-04 22:00:00 +0000 UTC,4930956,,,,271.41,269.15,273.15,981,,,92,9,320,,,,,,,,,90,721,Haze,haze,50n
1515103200,2018-01-04 22:00:00 +0000 UTC,4930956,,,,271.41,269.15,273.15,981,,,92,9,320,,,,,,,,,90,701,Mist,mist,50n
1515106800,2018-01-04 23:00:00 +0000 UTC,4930956,,,,270.82,269.15,273.15,978,,,92,9,310,,,,,,,,,90,601,Snow,snow,13n
1515106800,2018-01-04 23:00:00 +0000 UTC,4930956,,,,270.82,269.15,273.15,978,,,92,9,310,,,,,,,,,90,701,Mist,mist,50n
1515106800,2018-01-04 23:00:00 +0000 UTC,4930956,,,,270.82,269.15,273.15,978,,,92,9,310,,,,,,,,,90,741,Fog,fog,50n
1515110400,2018-01-05 00:00:00 +0000 UTC,4930956,,,,270.49,269.15,272.15,978,,,86,11,310,,,,,,,,,90,601,Snow,snow,13n
1515110400,2018-01-05 00:00:00 +0000 UTC,4930956,,,,270.49,269.15,272.15,978,,,86,11,310,,,,,,,,,90,701,Mist,mist,50n
1515110400,2018-01-05 00:00:00 +0000 UTC,4930956,,,,270.49,269.15,272.15,978,,,86,11,310,,,,,,,,,90,741,Fog,fog,50n
1515110400,2018-01-05 00:00:00 +0000 UTC,4930956,,,,270.49,269.15,272.15,978,,,86,11,310,,,,,,,,,90,721,Haze,haze,50n
1515114000,2018-01-05 01:00:00 +0000 UTC,4930956,,,,269.99,268.15,271.15,978,,,85,12,310,,,,,,,,,90,600,Snow,light snow,13n
1515114000,2018-01-05 01:00:00 +0000 UTC,4930956,,,,269.99,268.15,271.15,978,,,85,12,310,,,,,,,,,90,701,Mist,mist,50n
1515114000,2018-01-05 01:00:00 +0000 UTC,4930956,,,,269.99,268.15,271.15,978,,,85,12,310,,,,,,,,,90,721,Haze,haze,50n
1515117600,2018-01-05 02:00:00 +0000 UTC,4930956,,,,269.57,267.15,271.15,980,,,68,14,310,,,,,,,,,90,600,Snow,light snow,13n
1515117600,2018-01-05 02:00:00 +0000 UTC,4930956,,,,269.57,267.15,271.15,980,,,68,14,310,,,,,,,,,90,721,Haze,haze,50n
1515121200,2018-01-05 03:00:00 +0000 UTC,4930956,,,,269.07,267.15,270.15,984,,,58,8,300,,,,,,,,,75,600,Snow,light snow,13n
1515121200,2018-01-05 03:00:00 +0000 UTC,4930956,,,,269.07,267.15,270.15,984,,,58,8,300,,,,,,,,,75,721,Haze,haze,50n
1515124800,2018-01-05 04:00:00 +0000 UTC,4930956,,,,268.75,267.15,270.15,987,,,67,7,290,,,,,,,,,1,600,Snow,light snow,13n
1515124800,2018-01-05 04:00:00 +0000 UTC,4930956,,,,268.75,267.15,270.15,987,,,67,7,290,,,,,,,,,1,721,Haze,haze,50n
1515128400,2018-01-05 05:00:00 +0000 UTC,4930956,,,,268.58,267.15,270.15,988,,,62,7,280,,,,,,,,,1,600,Snow,light snow,13n
1515128400,2018-01-05 05:00:00 +0000 UTC,4930956,,,,268.58,267.15,270.15,988,,,62,7,280,,,,,,,,,1,721,Haze,haze,50n
1515132000,2018-01-05 06:00:00 +0000 UTC,4930956,,,,268.24,266.15,269.15,989,,,62,9,290,,,,,,,,,1,600,Snow,light snow,13n
1515132000,2018-01-05 06:00:00 +0000 UTC,4930956,,,,268.24,266.15,269.15,989,,,62,9,290,,,,,,,,,1,721,Haze,haze,50n
1515135600,2018-01-05 07:00:00 +0000 UTC,4930956,,,,267.74,265.15,269.15,990,,,67,7,290,,,,,,,,,90,804,Clouds,overcast clouds,04n
1515139200,2018-01-05 08:00:00 +0000 UTC,4930956,,,,267.58,265.15,269.15,991,,,62,8,290,,,,,,,,,90,600,Snow,light snow,13n
1515142800,2018-01-05 09:00:00 +0000 UTC,4930956,,,,267.16,265.15,269.15,992,,,61,6,290,,,,,,,,,90,600,Snow,light snow,13n
1515146400,2018-01-05 10:00:00 +0000 UTC,4930956,,,,266.58,264.15,268.15,993,,,61,7,280,,,,,,,,,90,600,Snow,light snow,13n
1515150000,2018-01-05 11:00:00 +0000 UTC,4930956,,,,265.8,262.15,267.15,994,,,56,6,290,,,,,,,,,90,600,Snow,light snow,13n
1515153600,2018-01-05 12:00:00 +0000 UTC,4930956,,,,264.17,260.15,266.15,995,,,66,4,290,,,,,,,,,90,600,Snow,light snow,13n
1515157200,2018-01-05 13:00:00 +0000 UTC,4930956,,,,262.75,260.15,265.15,996,,,66,5,270,,,,,,,,,90,600,Snow,light snow,13d
1515157200,2018-01-05 13:00:00 +0000 UTC,4930956,,,,262.75,260.15,265.15,996,,,66,5,270,,,,,,,,,90,721,Haze,haze,50d
1515160800,2018-01-05 14:00:00 +0000 UTC,4930956,,,,261.82,260.15,263.15,997,,,60,4,270,,,,,,,,,90,600,Snow,light snow,13d
1515160800,2018-01-05 14:00:00 +0000 UTC,4930956,,,,261.82,260.15,263.15,997,,,60,4,270,,,,,,,,,90,721,Haze,haze,50d
1515164400,2018-01-05 15:00:00 +0000 UTC,4930956,,,,261.81,260.15,263.15,997,,,55,5,270,,,,,,,,,90,721,Haze,haze,50d
1515168000,2018-01-05 16:00:00 +0000 UTC,4930956,,,,262.31,261.15,264.15,999,,,51,9,270,,,,,,,,,1,600,Snow,light snow,13d
1515168000,2018-01-05 16:00:00 +0000 UTC,4930956,,,,262.31,261.15,264.15,999,,,51,9,270,,,,,,,,,1,721,Haze,haze,50d
1515171600,2018-01-05 17:00:00 +0000 UTC,4930956,,,,263.16,262.15,264.15,997,,,51,6,260,,,,,,,,,20,801,Clouds,few clouds,02d
1515175200,2018-01-05 18:00:00 +0000 UTC,4930956,,,,263.16,261.15,264.15,998,,,47,7,290,,,,,,,,,1,600,Snow,light snow,13d
1515178800,2018-01-05 19:00:00 +0000 UTC,4930956,,,,263.16,261.15,264.15,1000,,,47,9,270,,,,,,,,,1,721,Haze,haze,50d
1515182400,2018-01-05 20:00:00 +0000 UTC,4930956,,,,262.57,261.15,264.15,1000,,,40,9,260,,,,,,,,,1,800,Clear,sky is clear,01d
1515186000,2018-01-05 21:00:00 +0000 UTC,4930956,,,,261.93,259.15,264.15,1001,,,50,5,280,,,,,,,,,75,600,Snow,light snow,13d
1515189600,2018-01-05 22:00:00 +0000 UTC,4930956,,,,261.08,258.15,263.15,1001,,,46,10,280,,,,,,,,,40,802,Clouds,scattered clouds,03n
1515193200,2018-01-05 23:00:00 +0000 UTC,4930956,,,,260.58,259.15,262.15,1003,,,50,8,290,,,,,,,,,90,721,Haze,haze,50n
1515196800,2018-01-06 00:00:00 +0000 UTC,4930956,,,,260.08,258.15,261.15,1004,,,50,4,270,,,,,,,,,75,600,Snow,light snow,13n
1515196800,2018-01-06 00:00:00 +0000 UTC,4930956,,,,260.08,258.15,261.15,1004,,,50,4,270,,,,,,,,,75,721,Haze,haze,50n
1515200400,2018-01-06 01:00:00 +0000 UTC,4930956,,,,259.66,258.15,261.15,1004,,,54,5,280,,,,,,,,,75,803,Clouds,broken clouds,04n
1515204000,2018-01-06 02:00:00 +0000 UTC,4930956,,,,259.5,257.15,261.15,1005,,,60,6,290,,,,,,,,,90,600,Snow,light snow,13n
1515207600,2018-01-06 03:00:00 +0000 UTC,4930956,,,,259.32,257.15,260.15,1007,,,59,7,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515211200,2018-01-06 04:00:00 +0000 UTC,4930956,,,,258.77,256.15,260.15,1007,,,54,4,290,,,,,,,,,1,600,Snow,light snow,13n
1515211200,2018-01-06 04:00:00 +0000 UTC,4930956,,,,258.77,256.15,260.15,1007,,,54,4,290,,,,,,,,,1,721,Haze,haze,50n
1515214800,2018-01-06 05:00:00 +0000 UTC,4930956,,,,258.46,256.15,260.15,1007,,,54,6,280,,,,,,,,,1,600,Snow,light snow,13n
1515218400,2018-01-06 06:00:00 +0000 UTC,4930956,,,,258.08,256.15,260.15,1007,,,54,4,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515222000,2018-01-06 07:00:00 +0000 UTC,4930956,,,,258.08,256.15,260.15,1008,,,54,6,270,,,,,,,,,1,800,Clear,sky is clear,01n
1515225600,2018-01-06 08:00:00 +0000 UTC,4930956,,,,258.23,256.15,260.15,1009,,,49,4,260,,,,,,,,,1,800,Clear,sky is clear,01n
1515229200,2018-01-06 09:00:00 +0000 UTC,4930956,,,,258.31,256.15,260.15,1009,,,49,6,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515232800,2018-01-06 10:00:00 +0000 UTC,4930956,,,,258.3,256.15,260.15,1011,,,59,7,270,,,,,,,,,1,721,Haze,haze,50n
1515236400,2018-01-06 11:00:00 +0000 UTC,4930956,,,,258.23,256.15,260.15,1011,,,45,4,250,,,,,,,,,1,721,Haze,haze,50n
1515240000,2018-01-06 12:00:00 +0000 UTC,4930956,,,,258.4,257.15,259.15,1013,,,54,7,280,,,,,,,,,1,800,Clear,sky is clear,01n
1515243600,2018-01-06 13:00:00 +0000 UTC,4930956,,,,258.32,257.15,259.15,1012,,,49,6,280,,,,,,,,,1,800,Clear,sky is clear,01d
1515247200,2018-01-06 14:00:00 +0000 UTC,4930956,,,,258.49,257.15,260.15,1013,,,49,9,290,,,,,,,,,1,800,Clear,sky is clear,01d
1515250800,2018-01-06 15:00:00 +0000 UTC,4930956,,,,258.98,257.15,260.15,1015,,,46,9,280,,,,,,,,,1,800,Clear,sky is clear,01d
1515254400,2018-01-06 16:00:00 +0000 UTC,4930956,,,,259.73,258.15,261.15,1014,,,46,7,270,,,,,,,,,1,800,Clear,sky is clear,01d
1515258000,2018-01-06 17:00:00 +0000 UTC,4930956,,,,260.65,259.15,262.15,1014,,,42,7,280,,,,,,,,,1,721,Haze,haze,50d
1515261600,2018-01-06 18:00:00 +0000 UTC,4930956,,,,261.15,260.15,262.15,1015,,,43,9,280,,,,,,,,,1,721,Haze,haze,50d
1515265200,2018-01-06 19:00:00 +0000 UTC,4930956,,,,261.48,260.15,263.15,1015,,,39,6,280,,,,,,,,,1,721,Haze,haze,50d
